name,description,latitude,longitude,category
LITTLE COTTONWOOD GROUP,"Overview Little Cottonwood Group Campground is located in beautiful Snake River Canyon, just 30 miles southwest of Jackson, in western Wyoming. It sits at an elevation of 5,700 feet. Visitors enjoy fishing and whitewater rafting on the adjacent Snake River. Natural Features: The campground is situated in a forest of pine and aspen trees, which provide partial shade. Summer wildflowers are abundant. The Snake River is below the campground, down the hillside.  Recreation: Fly-fishing for cutthroat, rainbow and brown trout is a popular activity on the Snake, as is whitewater rafting and kayaking. A boat ramp is nearby. Facilities: The campground offers one group campsite that can accommodate up to 40 people. The site is equipped with picnic tables, a campfire circle and food storage lockers. Vault toilets, drinking water and trash collection are provided, but there is no electricity. The parking area within the campground is dirt. Nearby Attractions: The city of Jackson is about 25 miles north, offering restaurants, groceries, shops, galleries and ski resorts with summer activities. Grand Teton National Park is approximately 40 miles north of the campground. It provides opportunities for boating, fishing, hiking, canoeing and outstanding mountain scenery.",43.1913888889,-110.935555556,"Camping, Jeep Trails"
AGNEW HORSE CAMP,"Overview Agnew Horse Camp is located in Reds Meadow Valley, just west of the full-service community of Mammoth Lakes, California. This equestrian camp provides access to some of the most spectacular wilderness in the Sierras and many outdoor activities such as horseback riding, fishing, hiking and photography.  Devils Postpile National Monument and the famous Ansel Adams Wilderness are nearby, and a pack station with several amenities is just down the road. Natural Features: The campground sits in a lodgepole pine forest surrounded by high peaks, adjacent to creeks and a small lake, at an elevation of 8,400 feet. Spring and early summer wildflower displays bring even more color to the landscape. Many species of wildlife call the mountains home, such as black bear, mountain lions, mule deer, pine marten, pika and many species of fish and birds. Recreation: The campground is a great base camp for hiking the areas many trails. Within a few miles, campers will find the High Trail, Shadow Creek Trail and River Trail, all for hiking and horseback riding. Trailheads to the Ansel Adams Wilderness and Pacific Crest Trail are also in the vicinity. Some of the terrain can be challenging for horses, especially due to the high elevation. Fishing enthusiasts can try for trout in the many area lakes or the North Fork of the San Joaquin River. Facilities: The horse camp is adjacent to the main Agnew Meadows Campground and group camp. Three equestrian-friendly campsites are available. The road to the facility is narrow, single-laned and only open in summer. Nearby Attractions: The area is close to Devils Postpile National Monument and the Ansel Adams Wilderness. Both areas provide great day trips, offering horseback riding and hiking trails, as well as unparalleled photographic opportunities.  Reds Meadow Pack Station and Resort has a general store and cafe. The trailhead for Rainbow Falls also begins near Reds Meadow. Devils Postpile National Monument Ansel Adams Wilderness",37.6861111111,-119.093611111,"Camping, Horseback Riding"
OLALLIE AT MCKENZIE BRIDGE,"Overview Nestled on the banks of the McKenzie River and Olallie Creek, Olallie Campground provides an superb setting for a getaway into nature. The lower loop offers mesmerizing views of both the river and the creek while the upper loop is set further in the trees with many sites facing the creek. The McKenzie River is a tributary of the Willamette River that runs for 90 miles, flowing into into the southernmost end of the Willamette Valley. Natural Features: Olallie Campground is located in the midsection of the Cascades mountain range in western Oregon. All campgrounds are nicely shaded by Douglas fir, maple and alder. The Willamette National Forest stretches for 110 miles with varied landscapes of high mountains, narrow canyons, cascading streams, and wooded slopes. Recreation: Fishing, rafting and swimming are three top activities in the river. Picnicking is also a lot of fun at the campground.  Nearby is the McKenzie Pass Trail Area with incredible hikes around lakes, overlooking cliffs, and trailing along craters and valleys. Among these trails is the high elevation Obsidian Trail which accesses the Pacific Crest Trail and the Obsidian Area of the Three Sisters Wilderness. Facilities: The campground is divided into two loops along the eastern banks of the river by Olallie Creek. No electric hookups are available at the campground. Picnic tables, vault toilets and drinking water are among the amenities available. A camp host is on-site, and firewood is available for purchase.",44.2569444444,-122.038888889,"Cabins Overnight, Camping, Canoeing, Fire Lookouts, Fishing, Hike, Horse Camping, Mountain Biking, Off Highway Vehicle, Picnicking, Recreational Vehicles, Rock Climbing, Swimming, Wildlife Viewing, Winter Sports"
LAKE HILL,"Overview Lake Hill Campground is situated next to pretty Lake Hill Reservoir just five miles from Ephraim, Utah at an elevation of 8,400 feet. Visitors enjoy fishing, canoeing and exploring local trails. Natural Features: A mixed forest of spruce, fir and aspen covers the area, offering partial shade in most sites, with some more exposed than others. Summer wildflowers and wildlife are abundant.  Recreation: Canoeing and rainbow trout fishing are popular activities on the small but scenic man-made reservoir. Facilities: The campground contains two groups sites: GP1 is located on a hillside above the lake, but the lake is not visible; GP3 is next to the lake and offers scenic views.  Additional single-family sites are available as well, most of which are below the lake. Vault toilets and drinking water are provided. Roads and parking spurs are dirt. Nearby Attractions: Ephraim Canyon is a haven for ATV enthusiasts. Several trails crisscross the region, making up part of the 350 plus miles of the exciting Arapeen OHV Trail System. Jimmies Fork Trail and the Great Basin Experimental Trail begin nearby, offering hiking, mountain biking and horseback riding opportunities. The self-guided Great Basin Experimental Range Auto Tour runs along Ephraim Canyon, offering a glimpse into the history and workings of one of North Americas oldest range research sites.",39.3269444444,-111.497777778,"Ohv, Atv, Camping, Horseback Riding"
SMOKEMONT GROUP CAMP,"Overview Situated in the stunning Great Smoky Mountains National Park, this sunny group camp offers an ideal setting for camping excursions. Ridge upon ridge of forest straddles the border between North Carolina and Tennessee in Great Smoky Mountains National Park. World-renowned for its diversity of plant and animal life, the beauty of its ancient mountains and the quality of its remnants of Southern Appalachian culture, this is Americas most visited national park. Natural Features: Smokemont Group Camp is surrounded by picturesque mountain ranges, blanketed in wildflowers during the spring and bursting with vivid foliage in the fall.  At 2,200 feet, Smokemont provides a moderate climate, characterized by mild winters and hot, humid summers.  Great Smoky Mountains National Park preserves a rich cultural history of Southern Appalachia. From the pre-historic Paleo Indians to early 19th century European settlers, the park strives to protect the historic structures, landscapes and artifacts that tell the stories of the people who once called these mountains home. Recreation: Great Smoky Mountains National Park is a hikers paradise, with over 800 miles of maintained trails ranging from short, leg-stretchers to strenuous treks, with a number of those trails, including The Smokemont Loop Trail and the Bradley Fork Trail, accessible from the camp. But hiking is not the only reason for visiting the Smokies: Fishing, picnicking, wildlife viewing and auto touring are also popular activities.  Campers can enjoy high-quality backcountry fishing in the cool waters of the countless streams and rivers that snake through the mountains, with trout available in abundance. The nearby Bradley Fork River provides a great place to splash in the stream or fish for trout.  Wildlife viewing is a popular pastime, and with around 1,500 bears living in the park, its not uncommon for visitors to spot one. From the big animals like bears, deer, and elk, down to microscopic organisms, the Smokies have the most biological diversity of any area in the worlds temperate zone. The park is a sanctuary for a magnificent array of animal and plant life, all of which is protected for future generations to enjoy.  The park also holds one of the best collections of log buildings in the eastern United States. Over 90 historic structures, including houses, barns, outbuildings, churches, schools and grist mills, have been preserved or rehabilitated in the park. Facilities: Smokemont Group Camp offers an unforgettable outdoor experience with the added convenience of flush toilets, drinking water and sinks. The campsites can accommodate up to 20 guests and provides tent pads, grills and fire rings. There is also a flat, grassy area that is perfect for group activities like football, volleyball or simply soaking up the sun.  Nearby Attractions: The adjacent Smokemont Campground provides additional camping facilities for smaller groups. The Museum of the Cherokee Indian, Oconaluftee Indian Village and Qualla Arts and Crafts Mutual, located six miles away in Cherokee, North Carolina, provides cultural and historical information about the Eastern Band of Cherokee Indians.  Cherokee also provides grocery stores and fuel.",35.5533333333,-83.3086111111,"Camping, Jeep Trails"
SMOKEMONT CAMPGROUND,"Overview Situated in the stunning Great Smoky Mountains National Park, this campsite offers an ideal setting to enjoy the outdoors.  Ridge upon ridge of forest straddles the border between North Carolina and Tennessee in Great Smoky Mountains National Park. World-renowned for its diversity of plant and animal life, the beauty of its ancient mountains and the quality of its remnants of Southern Appalachian culture, this is Americas most visited national park.  Natural Features: Smokemont Campground is surrounded by picturesque mountain ranges, with pristine mountain streams and rivers setting the backdrop for your camping adventure. Whether blanketed in spring wildflowers or vivid fall colors, the scenery at Smokemont never disappoints.  At 2,200 feet, Smokemont provides a moderate climate, characterized by mild winters and hot, humid summers.  Great Smoky Mountains National Park preserves a rich cultural history of Southern Appalachia. From the prehistoric Paleo Indians to the early European settlements in the 1800s, the park strives to protect its historic structures, landscapes and artifacts that tell the stories of the people who once called these mountains home. Recreation: Great Smoky Mountains National Park is a hikers paradise, offering over 800 miles of maintained trails ranging from short, leg-stretchers to strenuous treks, with a number of those trails easily accessible from the picnic area. But hiking is not the only reason for visiting the Smokies: Fishing, picnicking, wildlife viewing and auto touring are also popular activities.  Campers can enjoy high-quality backcountry fishing in the cool waters of the countless streams and rivers that snake through the mountains, with trout available in abundance. The nearby Bradley Fork River provides a great place to go for a dip or fish for trout. Wildlife viewing is a popular pastime, and with around 1,500 bears living in the park, its not uncommon for visitors to spot one. The park is a sanctuary for a magnificent array of animal and plant life, all of which is protected for future generations to enjoy.  The park also holds one of the best collections of log buildings in the eastern United States. Over 90 historic structures, including houses, barns, outbuildings, churches, schools and grist mills, have been preserved or rehabilitated in the park. Facilities: Smokemont Campground offers an unforgettable outdoor experience with the added convenience of flush toilets, drinking water and sinks. There are campsites for tents as well as RVs available, and tent pads, grills and fire rings are provided. There is also a flat, grassy area that is perfect for group activities like football, volleyball, or simply soaking up the sun.  Nearby Attractions: The Museum of the Cherokee Indian, Oconaluftee Indian Village and Qualla Arts and Crafts Mutual, located 6 miles away in Cherokee, North Carolina, provides cultural and historical information about the Eastern Band of Cherokee Indians. Cherokee also has fuel.",35.5533333333,-83.3086111111,"Camping, Jeep Trails"
HENDERSON PARK,"Overview Henderson Park is surrounded by the clear waters of Norfork Lake.  Spectacular lake views and plenty of secluded coves for water sports and breezy, open stretches for sailing, make Norfork Lake a popular area for recreationists.  Natural Features: Norfork Lake covers 22,000 acres with 550 miles of shoreline. Densely wooded hills and hollows surround the lake in the Ozark Mountains. The North Fork River feeds into the lake, and beyond the dam, extends on to connect with the White River. Recreation: Hiking trails in the area lead nature observers and photographers to picturesque overlooks of the Ozarks. A wide array of fresh water game fish are found in the lake, which is fed by the North Fork River and its tributaries. Bass, walleye, crappie, bream and catfish all make their home here. Facilities: The campground offers 36 campsites, all with electric hookups and water available for filling holding tanks.  All campsites have a picnic table and campfire ring and grill. A marina and boat ramp are on hand for easy access to water sports.   Nearby Attractions: Including Henderson Park, there are 19 developed U.S. Army Corps of Engineers’ parks lining the lake for plenty of water sport opportunities.The Robinson Point National Recreation Trail and the Davids Trail offer beautiful hiking opportunities and are just a short drive away.  Drive just over 10 miles to visit the town of Mountain Home, considered one of the best places to live for sportsmen.",36.3765916667,-92.2326583333,Camping
SERVICE,"Overview Service Campground is situated along the high banks of Coffeeville Lake, the third largest lake on the Black Warrior-Tombigbee Waterway in Alabama. With a surface area of 8,800 acres and a length of 97 miles, the area provides excellent opportunities for camping, fishing and boating.  Natural Features: A mixed pine and hardwood forest lines the lakeshore. The campground is surrounded by dense conifer stands and rolling meadows that feature colorful wildflower displays. Wood ducks, bald eagles and many other species of wildlife inhabit the lake area. Black Warrior-Tombigbee Waterway consists of six lakes with a total length of 457 miles and 39,800 surface acres of water. Recreation: Fishing is the most popular activity on the waterway. Whether fishing on or off shore, anglers can fish for bass, crappie, bream, catfish and other species.  Visitors have the convenience of a boat ramp, and children can make use of the facilitys playground. Campers can also sit back and enjoy the peaceful, scenic shoreline. Facilities: Service Park offers 32 campsites, including two tent-only sites, all with 50-amp electric and water hookups, picnic table, lantern holder and campfire ring with grill.  Campsites are spacious, private and located near or close to the water. The facility also provides laundry facilities, hot showers and other comforts of home.",31.745,-88.1430555556,"Camping, Canoeing, Cultrual, Fishing, Hike, Mountain Biking, Picnicking, Playground Park Specialized Sport Site, Water Sports, Wildlife Viewing"
PINE POINT,"Overview Pine Point Campground is situated along the McCloud Arm of Shasta Lake and offers sites to both tent and RV campers. Visitors to this area can enjoy boating and fishing at the nearby Shasta Lake or hiking around the Shasta-Trinity National Forest. Natural Features: Shasta-Trinity is the largest national forest in California with a diverse landscape encompassing five wilderness areas, hundreds of mountain lakes and 6,278 miles of streams and rivers. Lake Shasta sits at an elevation of 1,067 feet, with 365 miles of shoreline punctuated by steep mountains blanketed in manzanita and evergreens. A snow-capped Mount Shasta, the second-tallest mountain in the Cascade Range, looms in the distance.  Recreation: The nearest public boat ramp is 4 miles away at Hirz Bay. Nearby lakeside resorts offer boat rentals and fuel. Shasta Lake is popular for power and non-motorized boating, fishing and water skiing. Anglers can fish for trout, catfish, Chinook salmon, crappie, bluegill, white sturgeon, brown bullhead and bass. Facilities: All campsites have picnic tables, grills, fire rings, tent pads, bear boxes and paved parking spurs. Vault toilets and drinking water are provided.  Nearby Attractions: The nearby Hirz Mountain Lookout offers panoramic views of Mt. Shasta, Mt. Lassen and the surrounding area.",40.9272222222,-122.248055556,"Camping, Jeep Trails"
LONG MEADOW GROUP,"Overview Long Meadow Group Campground is a remote facility within Sequoia National Forest, in the southern portion of Giant Sequoia National Monument. The area is named for the giant sequoia, the worlds largest tree, which grows in more than 30 groves on the forests lower slopes.  Natural Features: Sequoia National Forest comprises about 1.1 million acres. Elevations range from about 1,000 to 12,000 feet, creating precipitous canyons and mountain streams with spectacular waterfalls such as Salmon Creek Falls and Grizzly Falls. The campground sits at an elevation of 6,400 feet, near trails that wind through giant sequoia groves, climb up mountains and meander along wild rivers. Recreation: Touring the Sequoia National Monument is the areas most popular activity. Hikers enjoy the Trail of a Hundred Giants as it wanders through the Long Meadow Giant Sequoia Grove. Other points of interest within the southern section include the Belknap Grove and the Freeman Grove The northern portion of the monument is a short drive away, where visitors can view the Boole Tree, which is the largest tree on the National Forest system. Indian Basin Grove is also located in this area.  Facilities: The group campground is configured for up to 36 people and up to 5 vehicles. No hookups are available. Vault toilets are provided. This is a remote facility with no nearby conveniences. Nearby Attractions: Sequoia National Monument offers numerous hiking trails through scenic sequoia groves.  The Giant Sequoia Mercantile offers a wide variety of books, maps, gifts, local art, camping supplies and other merchandise that will serve to make trips to the monument more memorable.",35.9791666667,-118.580555556,"Camping, Horseback Riding"
REDWOOD MEADOW,"Overview This USFS campground is located about 50 miles east of Springville, CA, in the Tule Ranger District of the Sequoia National Forest.  There are fishing and hiking opportunities nearby.  Trail of 100 Giants is nearby.  Approximate season dates are 5/15 to 11/01.   Giant Sequoia Mercantile Now Open In Springville, CA",35.9777777778,-118.591666667,"Camping, Horseback Riding"
CLACKAMAS LAKE,"Overview Clackamas Lake Campground is a great camping destination, especially when nearby Timothy Lake sites are full.  The lake is small and shallow.  The facility is located in the Clackamas Lake Historic District in Mt. Hood National Forest. It provides access to fishing, swimming and leisurely boating, as well as a number of trails and historic points along the way. Natural Features: The campground is nestled in a heavily wooded forest of pine trees, with partial views of Oregons highest peak. A lush, green understory provides some privacy between campsites. The campground is near the shores of 3-acre Clackamas Lake, and just three miles from larger Timothy Lake. It is situated at an elevation of about 3,400 feet. Recreation: Clackamas Lake is a great place for fishing, swimming and non-motorized boating. Anglers can expect a catch of cutthroat, brook, rainbow or German brown trout. A variety of wildlife make its home in the area as well.  Nearby Timothy Lake provides opportunities for picnicking and water-related recreation, including use of power boats. The Clackamas Lake Ranger Station Historic District is less than a mile from the campground. It is a series of structures and cabins built to house Forest Service workers in the early 1900s. Rustic architecture and the historic nature of the buildings and the surrounding area, draws thousands of tourists each year. It is a must-see while staying at the campground. Hiking, mountain biking and horseback riding are also popular activities. The 2.2-mile Miller Trail begins in the campground and connects to the Pacific Crest Trail, which extends more than 2,650 miles, from Canada to Mexico. Additional trails, to scenic Little Crater Lake and to the Mt. Jefferson Wilderness, are also available in the area. Facilities: The campground offers single-family sites for tent and RV camping. There are 11 equestrian sites in the 49-site campground with corrals.  Those sites are intended for equestrians, but may be used by others.  Some sites are available on a first-come, first-served basis. Each site is equipped with a table and campfire ring with grill. Accessible vault toilets and drinking water are provided. Utility hookups are not available. Parking surfaces are dirt and gravel. Nearby Attractions: The campground is less than 40 miles from Mt. Hood, where a historic lookout provides scenic views of the snow-capped mountain. Hiking and year-round skiing is available.",45.0958333333,-121.747222222,"Camping, Horseback Riding"
SHIRTTAIL CREEK,"Overview Shirttail Campground is located on the north shore of Sugar Pine Reservoir, in the Tahoe National Forest, 15 miles from Foresthill. Visitors enjoy the area for its fishing, canoeing and hiking opportunities. Natural Features: Sugar Pine Reservoir covers 160 acres at an elevation of 3600 feet. The campground lies above the north shoreline, in a forest of manzanita and ponderosa pine. Summertime temperatures are warm during the day and cool at night. Recreation: Fishing, canoeing, swimming and boating are popular activities on the reservoir. A paved, non-motorized trail circles the campground and connects to the day use area and Giant Gap Campground. The North Fork of the American River is nearby, with additional fishing and swimming. Many miles of hiking, biking and off-road vehicle trails are in the surrounding area.  Facilities: The campground offers several single- and double-family campsites, a few of which are accessible. Picnic tables, campfire rings and grills are provided, as are vault toilets and drinking water. Firewood is available for purchase from the host.",39.1444444444,-120.784722222,"Camping, Jeep Trails"
North Fork Elk Group Camp,"Overview North Fork Elk Group sits alongside the Cispus River in the North Fork Campground, shaded by a dense canopy of pine, fir and cedar trees. The facility is typically open from mid-May through late September, and is one one of three group sites within the campground. North Fork is situated between three of Washingtons most impressive mountains: Mount St. Helens, Mt. Adams and Mt. Rainier. The variety of recreational activities and the diverse natural beauty draws many visitors to this area.  Natural Features: North Fork is part of the Cowlitz Valley Ranger District, which is located in the northernmost portion of the Gifford Pinchot National Forest. Located in southwest Washington state, the Gifford Pinchot National Forest encompasses 1.3 million acres and includes the 110,000-acre Mount St. Helens National Volcanic Monument established by Congress in 1982. This Ranger District manages four Wilderness Areas including the Goat Rocks Wilderness, Glacier View Wilderness, Tatoosh Wilderness and William O. Douglass Wilderness. Major River drainage includes the Cowlitz River, Clear Fork of the Cowlitz, and the Cispus River. A variety of wildlife may be spotted in this area, including elk, deer and bears. Recreation: North Fork Elk Group makes a great base camp for a variety of activities. Hikers, mountain bikers and OHV riders can access the nearby multi-use Valley Trail. From this trail, OHV riders can enjoy a network of over 50 miles of OHV trails.  The North Fork Loop trail is open to foot traffic and can also be accessed in this area.  Anglers can fish the Cispus River for brook trout, steelhead and salmon. Facilities: This tent-only site has six tent pads and will accommodate up to 30 people. Its secluded with gated access and offers picnic tables, grills and drinking water. There is a host on-site and firewood is available for sale. Nearby Attractions: Randle is the closest town to North Fork, and it offers access to the Windy Ridge Lookout at Mount St. Helens.  Adventurous hikers who want to enjoy some spectacular views may be interested in the Tongue Mountain Trail, which climbs to an elevation of 4,838 feet.",46.4525,-121.788888889,"Ohv, Atv, Camping, Horseback Riding"
UPPER LITTLE TRUCKEE,"Overview Upper Little Truckee Campground is located on Highway 89, about 12 miles north of Truckee. Its location makes it a great base camp for a variety of recreational activities, including fishing, hunting, hiking and biking. Natural Features: The campground is situated on the banks of the Little Truckee River, at an elevation of 6,200 feet. A forest of lodgepole pine, aspen and juniper trees covers the area, offering partial shade. A few sites overlook the river. Recreation: Fishing for rainbow and brown trout in the Little Truckee River is a popular activity enjoyed by visitors to the area. The surrounding area offers hiking and biking trails. Facilities: The campground offers single-family campsites, each equipped with a picnic table and campfire ring. Vault toilets and drinking water are provided. Nearby Attractions: Lake Tahoe is about 30 minutes away and offers excellent boating, kayaking, fishing, hiking and scenic driving opportunities. Stampede Reservoir is a 35-minute drive southeast of the campground. Sardine Lakes within beautiful Lakes Basin is a 40-minute drive northwest, via the Golden Chain/Highway 49.",39.4908333333,-120.243888889,"Camping, Jeep Trails"
ROBINSON CREEK SOUTH,"Overview Robinson Creek South Campground is located just 9 miles from Bridgeport, California, next to Robinson Creek at an elevation of 7,000 feet. The Twin Lakes area is close by, offering boating, fishing, hiking and horseback riding opportunities. Natural Features: The campground is situated alongside its namesake creek, where a forest of massive Jeffrey pines towers over the site, offering partial shade. Lodgepole pines, sagebrush and summer wildflowers dot the landscape. Recreation: Robinson Creek offers good rainbow trout fishing and can be easily accessed from within the campground. Numerous hiking trails are in the vicinity, including the popular Robinson Creek Trail. Facilities: The campground contains single sites with picnic tables, food storage lockers and campfire rings with grills. Vault toilets, drinking water and trash collection are provided. Firewood is available for purchase from the host.  Educational programs are held at the campgrounds amphitheater on weekends from July 4 through Labor Day. Robinson Creek North Campground is adjacent. Nearby Attractions: Upper and Lower Twin Lakes are nearby, offering beautiful mountain scenery, boating, canoeing and fishing for Kokanee salmon and rainbow and brown trout. The rugged and scenic Hoover Wilderness Area can be accessed from the Twin Lakes area and offers additional hiking and horseback riding trails.",38.1861111111,-119.3175,"Camping, Horseback Riding"
EEL CREEK CAMPGROUND,"Overview Eel Creek Campground sits among coastal shrubbery on the edge of the sandy dunes of Oregon Dunes National Recreation Area. Eel Creek attracts campers who plan to do more than off-road vehicle riding during their visit to the dunes.  Hikers and birders are attracted to the peaceful atmosphere of the campground. The most popular trail here is the John Dellenback Dunes Trail, which guides hikers through the scenic dunes to the Pacific beach.     The section of dunes in the Umpqua Dune Area features spectacular heights, and the area is one of the easiest locations for pedestrian beach access. Natural Features: Most sites are secluded and private due to dense shrubbery like rhododendrons and Salal. Sites 7, 8, 42 and 43 are perched on the sand of the dunes. The Oregon Dunes National Recreation Area, in the southern end of Siuslaw National Forest, is known for its wind-sculpted sand dunes towering up to 500 feet above sea level. Recreation: The John Dellenback Dunes Trail takes hikers on a 2.7-mile trek from a conifer forest to private vistas of fresh water lakes like Threemile Lake. The trail finishes at a beach on the Pacific. This hike makes for an incredible workout, due to tall dunes and soft sand. Quality wildlife watching is also a feature of the campground.  Facilities: The campground is divided into a North and South Loop. Amenities include flush toilets, drinking water and a self pay station. A campground host is on hand and an amphitheater sits between the two loops.  Nearby Attractions: Visit Umpqua Lighthouse State Park, along Lake Marie. The Umpqua River Lighthouse stands on the site where the first lighthouse on the Oregon Coast was built in 1857. The current lighthouse dates back to 1890.",43.5830555556,-124.184722222,"Camping, Horseback Riding"
TASHA EQUESTRIAN,"Overview Tasha Equestrian Campground is located in central Utah, just 4 miles north of beautiful Fish Lake at an elevation of 9,000 feet. Visitors enjoy horseback riding and fishing for famous Mackinaw lake trout. Natural Features: Tashas high mountain setting is beautiful but remote and is prone to rapid weather changes due to its elevation. The site is forested with a mixed stand of aspen, spruce and pines, which provides partial shade. Most sites provide sweeping mountain and valley views. Recreation: Many miles of horseback riding, hiking, biking and off-road vehicle trails crisscross the area. Johnson Valley Reservoir is just a half-mile from the campground, offering boating, fishing and a boat ramp.  Facilities: Tasha Equestrian offers a group site with a picnic shelter, as well as single-family sites. Flush toilets and drinking water are provided. Roads and spurs are gravel, but have good access for trailers and trucks.  The camp is fully equipped for campers with horses. Corrals, a staging area, hitching racks and trailheads are located within the facility. Nearby Attractions: Fish Lake, Utahs largest natural mountain lake, is less than 10 minutes from the campground. The lake is famous for its 20-40 pound Mackinaw lake trout. Boating, swimming and scuba diving are popular activities on the lake. Boat ramps, rentals, a marina, fuel, groceries, restaurants and fishing and camping supplies can all be found at Fish Lake.  The Mytoge Mountain Trail, a 25-mile hiking/biking loop, offers everything from easy cruising to challenging singletrack in the mountains around Fish Lake.",38.6236111111,-111.660833333,"Camping, Horseback Riding, Scuba"
BOYKIN SPRINGS RECREATION AREA,"Overview Located on Boykin Springs Lake in Angelina National Forest, this recreation area offers a little of everything, including camping, hiking, fishing, picnicking and relaxing in nature. It is situated in eastern Texas near the Louisiana border.  The facility has both a campground and day-use area. The group shelter must be reserved; the campground is first-come, first-served. Natural Features: Boykin Creek and the nine-acre Boykin Springs Lake both pass through the facility, and the Sam Rayburn Reservoir is nearby. The area is forested with pines and hardwoods. Wildlife is abundant, and the region is a hot spot for migratory birds. Recreation: The group picnic area provides direct access to the Sawmill Trail, a hiking trail that winds through the forest to the Neches River and the Aldridge Sawmill Historical Site. Waters are calm and quiet; only non-motorized boats are allowed. Facilities: The group picnic shelter accommodates up to 74 guests and is available by reservation only. It is adjacent to the hiking trail and creek. The campground has several standard sites for tents and RVs, as well as a few tent-only sites. All campsites are first-come, first-served. Drinking water, flush toilets and hot showers are available at the campground.  Nearby Attractions: The National Forests and Grasslands in Texas have trails for a variety of outdoor activities, including nearly 200 miles of hiking trails, 85 miles of off-road vehicle trails, 145 miles of horse trails and 11 miles of bicycle trails.",31.0518611111,-94.2680388889,"Camping, Horseback Riding"
NORTH CANYON CAMPGROUND,"Overview North Canyon Campground is situated next to Vallecito Reservoir in southwestern Colorado. Visitors enjoy the area for its beautiful scenery and wide range of recreational activities, including boating, fishing and hiking. Natural Features: Vallecito, which is Spanish for ""little valley,"" sits at an elevation of 7,900 feet. Scattered ponderosa pines tower over the open campground, offering limited shade. A thick understory provides privacy between sites, many of which have partial lake views. Thickets of willow separate the camping area from the lakeshore. High peaks of the San Juans are visible to the northwest of the campground.  Recreation: Vallecito Reservoir is a very popular fishing lake, with anglers casting for German brown trout, cutthroat trout, rainbow trout, kokanee salmon and northern pike.  The lake offers great boating, water skiing and canoeing opportunities. Boat rentals and fishing licenses are available at various locations around the lake. A variety of hiking and horseback riding trails are found in the area. The North Canyon Trail begins across the road from the campground and leads through ponderosa pine and aspen forests. A short side trail leads to a scenic overlook of the lake. East Creek Trail begins a quarter-mile northeast of the campground, on Forest Road 852. It provides access to a lightly used, scenic drainage where fly-fisherman cast for brook trout. Both trails are popular with horseback riders, however, horses are not allowed in the campground. Facilities: The campground offers single-family sites, many of which have lake views. Sites are equipped with a picnic table and campfire ring. Vault toilets and drinking water are provided.",37.3938888889,-107.538888889,"Camping, Horseback Riding"
WILD HORSE EQUESTRIAN FAMILY,"Overview The Wild Horse Equestrian Campground is one of a handful that is equipped for corralling horses in the beautiful pine-forested mountains of Southern California. It is strategically located to provide campers with access to a variety of horseback riding trails, as well as the wide open meadows of the San Gorgonio Wilderness. Natural Features: The campground is situated high in the mountains, at an elevation of about 7,000 feet. Surrounding terrain is rocky and steep, but appropriate for both the beginner and intermediate rider. Tall pine trees cover the landscape, providing welcomed shade at the campground. Recreation: A variety of backcountry hiking, biking and horseback riding trails can be found near the campground, including the famed Santa Ana River Trail, which provides miles of scenic mountain views and points of exploration.  It is typically a one-hour loop ride that meanders through the area, but another route off the same trail will lead to a portion of the Pacific Crest Trail, several miles away.   A variety of other trailheads begin near the campground, including Fish Creek Meadow, Mission Creek, Dry Lake and South Fork, among others. Fishing is also available in the numerous nearby mountain streams. Facilities: The campground offers eight single-family campsites and three double campsites, available for tent and RV camping. Some sites are accessible and only campers with horses are allowed to use the campground.  Sites are equipped with tables and campfire rings with grills. Accessible flush toilets, showers and drinking water are provided.   More than two dozen single-horse corrals are provided, as well as a horse watering station, horse staging area and hitching racks. Parking space is limited at the campground. Nearby Attractions: The Big Bear Lake and its adjoining town are located approximately 20 miles from the campground, offering a variety of water-related recreation opportunities, as well as golf, shopping and restaurant options.",34.2019444444,-116.767222222,"Camping, Horseback Riding"
RED CANYON,"Overview Red Canyon Campground is located in a grassy meadow high above Flaming Gorge Reservoir, along Red Canyon Road at an elevation of 7,400 feet. Visitors enjoy exploring the Red Canyon Rim Trail and canoeing and fishing at Greens Lake. Natural Features: The campground lies close to beautiful cliffs overlooking Flaming Gorge Reservoir. Lodgepole and ponderosa pines dot the campground, providing limited shade. Summer wildflowers are plentiful.  Recreation: Nearby Greens Lake offers great canoeing and fishing for rainbow and brook trout. Red Canyon Lodge sits on the shore. Canoe and bike rentals, horseback riding, a restaurant and gift shop are available. Red Canyon Rim Trail, for hiking and biking, begins at the nearby visitor center, which offers interpretive displays and area information. Facilities: This small campground contains family campsites with picnic tables and campfire rings. Vault toilets and drinking water are provided.  Nearby Attractions: Flaming Gorge National Recreation Area is known not only for its beautiful red cliffs, but also for its world-class fishing for lake, brown and rainbow trout. Boating, water skiing, jet skiing, canoeing, kayaking, swimming and scuba diving are popular activities on the reservoir. Flaming Gorge Dam offers guided tours of the working hydroelectric plant and the dam itself; The adjacent visitor center contains area history exhibits. The Green River below the dam provides spectacular rafting opportunities. A trip down the river offers unique geology, outlaw history and Native American rock art.",40.8894444444,-109.559166667,"Camping, Horseback Riding, Scuba"
